Hydrochlorothiazide  ; Extended Release Oral Capsule;;;;;;;;;;;;;;;;;;;;;;
 HR trandolapril  ; Extended Release Oral Capsule;;;;;;;;;;;;;;;;;;;;;;
trandolapril  ; Extended Release Oral Capsule;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;; ;; Docusate Sodium  ;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Ascorbic Acid  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;; ;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Amoxicillin  ; Extended Release Oral Tablet;; Extended Release Tablet ;;;;;;;;;;;;;;;;;;;;
Amoxicillin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Diltiazem Hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
calcium lactate  ; Extended Release Oral Tablet;;; ;; Transdermal Patch;;;;;;;;;;;;;;;;;
Dihydroergotamine Mesylate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Enalapril Maleate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Docusate Sodium  ; Extended Release Oral Tablet;;; Lutein  ;; Sodium Selenite  ; ;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;; Folic Acid  ;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;; ;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;; Oral Capsule; Sodium Chloride  MEQ;; Sodium Lactate  MEQ; Injectable Solution;;;;;;;;;;;;;;;;
 HR Ferrous glycine sulfate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR ferrous sulfate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;; Folic Acid  ;;;;;;;;;;;;;;;;;;;;
Ferrous glycine sulfate  ; Extended Release Oral Tablet;;; Vitamin B   ;;;;;;;;;;;;;;;;;;;
ferrous sulfate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Chondroitin Sulfates  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Chondroitin Sulfates  ; Extended Release Oral Tablet;; Oral Tablet;;;;;;;;;;;;;;;;;;;;
Chondroitin Sulfates  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR carbetapentane  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR CARBETAPENTANE CITRATE  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Dextromethorphan  ; Extended Release Oral Tablet;;;;;;; ; Folic Acid  ; ; Pyridoxine Hydrochloride  ; ; tricalcium phosphate  ; Oral Capsule;;;;;;;;;
 HR Dextromethorphan  ; Extended Release Oral Tablet;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;
 HR Dextromethorphan  ; Extended Release Oral Tablet;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
 HR Dextromethorphan Hydrobromide  ; Extended Release Oral Tablet;;;; Folic Acid  ;;;;;;;;;;;;;;;;;;
 HR Dextromethorphan Hydrobromide  ; Extended Release Oral Tablet;; Extended Release Tablet ;; Oral Capsule;;;;;;;;;;;;;;;;;;
 HR guaiacolsulfonate  ; Extended Release Oral Tablet;;;; Oral Capsule;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Oral Tablet;;;;;;; phenyl salicylate  ; Extended Release Tablet;;;;;;;;;;;;;;
CARBETAPENTANE CITRATE  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
CARBETAPENTANE CITRATE  ; Extended Release Oral Tablet;; Oral Solution ;;;;;;;;;;;;;;;;;;;;
CARBETAPENTANE CITRATE  ; Extended Release Oral Tablet;; Oral Solution;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;; ;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;; Extended Release Tablet ;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;; Extended Release Oral Capsule;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;; Oral Solution;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;; Oral Solution ;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;; Oral Suspension ;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;
Dextromethorphan Hydrobromide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Dextromethorphan Hydrobromide  ; Extended Release Oral Tablet;; Oral Solution ;;;;;;;;;;;;;;;;;;;;
Dyphylline  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Ephedrine hydrochloride  ; Extended Release Oral Tablet;; Oral Tablet;;;;;;;;;;;;;;;;;;;;
guaiacolsulfonate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Guaifenesin  ; Extended Release Oral Tablet;; Oral Capsule;;;;;;;;;;;;;;;;;;;;
Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Codeine Phosphate  ; Extended Release Oral Tablet;; Oral Solution; Sodium Chloride  MEQ;; Sodium Lactate  MEQ; Intraperitoneal Solution ;;;;;;;;;;;;;;;;
Aspirin  ; Extended Release Oral Tablet;; Oral Solution;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Carbidopa  ; Extended Release Oral Tablet;; ;;;;;;;;;;;;;;;;;;;;
Carbidopa  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Calcium Carbonate  ; Extended Release Oral Tablet;; Zinc Oxide  ;;;;;;;;;;;;;;;;;;;;
Calcium Carbonate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Clorazepate Dipotassium  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine Maleate  ; Extended Release Oral Tablet;; Extended Release Capsule;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine Maleate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine Maleate  ; Extended Release Oral Tablet;; Chewable Tablet;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine Maleate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Chlorthalidone  ; Extended Release Oral Tablet;; ;;;;;;;;;;;;;;;;;;;;
 HR Hydrochlorothiazide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Chlorthalidone  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Felodipine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Hydrochlorothiazide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Hydrochlorothiazide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Hydrochlorothiazide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Hydrochlorothiazide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Hydrochlorothiazide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Lovastatin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Lovastatin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Niacin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Chlorthalidone  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Cyclopenthiazide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Niacin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Niacin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Belladonna Alkaloids  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Dicyclomine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Pentaerythritol Tetranitrate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Brompheniramine  ; Extended Release Oral Tablet;; ;;;;;;;;;;;;;;;;;;;;
 HR Brompheniramine  ; Extended Release Oral Tablet;; ;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR dexchlorpheniramine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Methscopolamine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Oral Tablet;;;; Oral Solution ;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Oral Tablet;; Extended Release Capsule;; Oral Suspension ;;;;;;;;;;;;;;;;;;
Caffeine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;; ;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;; ;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;; Extended Release Tablet ;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;; Oral Tablet;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
dexchlorpheniramine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
diphenylpyraline  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Methscopolamine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Carbinoxamine maleate  ; Extended Release Oral Tablet;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine Maleate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Carbinoxamine maleate  ; Extended Release Oral Tablet;; Oral Solution ;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine Maleate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine  ; Extended Release Oral Tablet;; Extended Release Capsule ;;;;;;;;;;;;;;;;;;;;
 HR Clemastine Fumarate  ; Extended Release Oral Tablet;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
 HR Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;; Oral Tablet; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;
Clemastine Fumarate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Guaifenesin  ; Extended Release Oral Tablet;; Oral Capsule ;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Extended Release Oral Tablet;; Oral Tablet;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Hydrocodone  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Metformin hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Metformin hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Bendroflumethiazide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Bumetanide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Furosemide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Niacinamide  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Isopropamide  ; Extended Release Oral Tablet;; Oral Tablet;;;;;;;;;;;;;;;;;;;;
Acetaminophen  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR azatadine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Brompheniramine  ; Extended Release Oral Tablet;; Extended Release Tablet ;;;;;;;;;;;;;;;;;;;;
 HR Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Loratadine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Astemizole  ; Extended Release Oral Tablet;;;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;
azatadine  ; Extended Release Oral Tablet;;;; Isoleucine ;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Oral Tablet;;;; Oral Suspension;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Oral Tablet;; Extended Release Tablet ;; Oral Tablet;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
dexchlorpheniramine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Guaifenesin  ; Extended Release Oral Tablet;; Oral Capsule ;;;;;;;;;;;;;;;;;;;;
Loratadine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Carbinoxamine maleate  ; Extended Release Oral Tablet;; Extended Release Tablet ;;;;;;;;;;;;;;;;;;;;
 HR Carbinoxamine maleate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR cetirizine hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine Maleate  ; Extended Release Oral Tablet;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
 HR Diphenhydramine Hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Fexofenadine hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR methscopolamine nitrate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Carbinoxamine maleate  ; Extended Release Oral Tablet;;;; Oral Solution ;;;;;;;;;;;;;;;;;;
cetirizine hydrochloride  ; Extended Release Oral Tablet;;;; Oral Suspension ;;;;;;;;;;;;;;;;;;
Chlorpheniramine Maleate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Diphenhydramine Hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Fexofenadine hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Guaifenesin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
methscopolamine nitrate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR desloratadine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Loratadine  ; Extended Release Oral Tablet;;; policosanol  ;;;;;;;;;;;;;;;;;;;
desloratadine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Loratadine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Aspirin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Melatonin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Phenylephrine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
oxeladin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Phenylbutazone  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Metformin hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Metformin hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Pseudoephedrine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Niacin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Niacin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Metformin hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Metformin hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Lithium Carbonate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Oral Tablet;;; ;; Extended Release Capsule ;;;;;;;;;;;;;;;;;
Dexamethasone  ; Extended Release Oral Tablet;; Ophthalmic Suspension ;;;;;;;;;;;;;;;;;;;;
Dexamethasone  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;; Oral Solution;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Ketotifen  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Noscapine  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Naloxone  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Sulfamethoxazole  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Pseudoephedrine Hydrochloride  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
coumarin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
trandolapril  ; Extended Release Oral Tablet;;; Rutin  ;;;;;;;;;;;;;;;;;;;
 HR trandolapril  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
trandolapril  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
doxylamine succinate  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Melatonin  ; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension;; ; Pseudoephedrine  ;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension;; ;;;;;;;;;;;;;;;;;;;;
CARBETAPENTANE TANNATE  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
CARBETAPENTANE CITRATE  ; Extended Release Suspension;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Suspension;; Oral Suspension ;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Suspension;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine Maleate  ; Extended Release Suspension;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension;; ;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine Maleate  ; Extended Release Suspension;; Chewable Tablet; Phenylephrine  ;;;;;;;;;;;;;;;;;;;
 HR CHLORPHENIRAMINE POLISTIREX  ; Extended Release Suspension;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
CHLORPHENIRAMINE POLISTIREX  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension;; Oral Solution ;;;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Suspension;; Oral Suspension ;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Suspension;; Oral Solution ;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Suspension;;;; Oral Capsule;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension;; Oral Suspension ;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension;; Oral Solution;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension;; Oral Tablet; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;
Brompheniramine Tannate  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine Tannate  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Diphenhydramine Tannate  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Suspension;;;; Oral Capsule;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
carbinoxamine  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
dexchlorpheniramine  ; Extended Release Suspension;; ; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;
dexchlorpheniramine  ; Extended Release Suspension;; Oral Solution ;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine Maleate  ; Extended Release Suspension;; Extended Release Tablet ;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine Maleate  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Brompheniramine Tannate  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Carbinoxamine Tannate  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Hydrocodone Bitartrate  ; Extended Release Suspension;; Oral Solution ;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
dexbrompheniramine  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Phenylephrine  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
PSEUDOEPHEDRINE TANNATE  ; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension ;; ;;;;;;;;;;;;;;;;;;;;
CARBETAPENTANE TANNATE  ; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;;;
CARBETAPENTANE CITRATE  ; Extended Release Suspension ;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
Dextromethorphan  ; Extended Release Suspension ;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine Maleate  ; Extended Release Suspension ;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension ;; ;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine Maleate  ; Extended Release Suspension ;; Chewable Tablet ; Phenylephrine  ;;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Suspension ;; Oral Suspension ;; Extended Release Oral Tablet;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension ;; Extended Release Suspension;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension ;; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension ;;; Phenylpropanolamine  ;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension ;; Oral Solution;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension ;; Oral Tablet ; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;
Brompheniramine Tannate  ; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;;;
Diphenhydramine Tannate  ; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;;;
Brompheniramine  ; Extended Release Suspension ;;;; Oral Solution ;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension ;; Oral Suspension;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine  ; Extended Release Suspension ;; ;;;;;;;;;;;;;;;;;;;;
dexchlorpheniramine  ; Extended Release Suspension ;;; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;
dexchlorpheniramine  ; Extended Release Suspension ;; Oral Solution; phenyltoloxamine  ;;;;;;;;;;;;;;;;;;;
dexchlorpheniramine  ; Extended Release Suspension ;; Oral Suspension;;;;;;;;;;;;;;;;;;;;
 HR Chlorpheniramine Maleate  ; Extended Release Suspension ;; Extended Release Tablet ;;;;;;;;;;;;;;;;;;;;
Chlorpheniramine Maleate  ; Extended Release Suspension ;; Oral Capsule;;;;;;;;;;;;;;;;;;;;
Brompheniramine Tannate  ; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;;;
Carbinoxamine Tannate  ; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;;;
Hydrocodone Bitartrate  ; Extended Release Suspension ;; Oral Solution;;;;;;;;;;;;;;;;;;;;
carbetapentane  ; Extended Release Suspension ;; ;;;;;;;;;;;;;;;;;;;;
dexbrompheniramine  ; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;;;
Phenylephrine  ; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;;;
PSEUDOEPHEDRINE TANNATE  ; Extended Release Suspension ;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Tablet;; ; OAT BRAN  ;; Phytosterols  ; ;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Ascorbic Acid  ; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Tablet;; ;;;;;;;;;;;;;;;;;;;;
Ascorbic Acid  ; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Amoxicillin  ; Extended Release Tablet;; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;
Amoxicillin  ; Extended Release Tablet;;;;;;;;;;;;;;;;;;;;;;
 HR Brompheniramine Maleate  ; Extended Release Tablet;;; Scopolamine Hydrobromide  ;;;;;;;;;;;;;;;;;;;
